REF;DESIGN;POIDS;UNITE;CATEGORIE;PRIX;ECOTAXE;NOTE;SCORE;IMAGE;URL
BLA5;C/C BLACK STAR ROULEAU - 1.40x5m - Ep.25mm;28.750000;3;ACCESSOIRE;365.360000;0.300000;A;https://sevetys.fr/_next/image/?url=https%3A%2F%2Fcharming-angel-5ca83bf286.media.strapiapp.com%2FChat_europeen_573af6e71d.webp&w=1920&q=75
BOSTON4060JUNGLE;BOSTON JUNGLE WELCOME - 40x60cm - Ep.5mm;0.360000;1;TEXTTAPIS;7.210000;0.070000;NULL;NULL
BOSTON5080LETTREHO;BOSTON LETTRE HOME - 50x80cm - Ep.5mm;0.540000;1;PRODUCTION;12.260000;0.070000;NULL;NULL
BOSTON5080MANDALA;BOSTON MANDALA BONJOUR - 50x80cm - Ep.5mm;0.540000;1;TEXTTAPIS;12.260000;0.070000;NULL;NULL
BOSTON5080FLEURHO;BOSTON FLEUR HOME - 50x80cm - Ep.5mm;0.540000;1;TEXTTAPIS;12.260000;0.070000;NULL;NULL
BOSTON5080JUNGLE;BOSTON JUNGLE WELCOME - 50x80cm - Ep.5mm;0.540000;1;TEXTTAPIS;12.260000;0.070000;NULL;NULL
BOSTON50120POLY05;BOSTON POLYGONES BLEU - 50x120cm - Ep.5mm;0.860000;1;TEXTTAPIS;17.270000;0.070000;NULL;NULL
BOSTON50120FEUGOLD;BOSTON FEUILLE GOLD - 50x120cm - Ep.5mm;0.860000;1;TEXTTAPIS;17.270000;0.070000;NULL;NULL
BOSTON50120MANDA20;BOSTON MANDALA NOIR - 50x120cm - Ep.5mm;0.860000;1;TEXTTAPIS;17.270000;0.070000;0.000000;
DALLAS4060GRAPHIQ;DALLAS GRAPHIQUE NOIR - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060JUNGLE;DALLAS JUNGLE - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060BULDOG;DALLAS BULDOG - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;0.000000;
DALLAS5080GRAPHIQ;DALLAS GRAPHIQUE NOIR - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
DALLAS5080JUNGLE;DALLAS JUNGLE - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
DALLAS5080BULDOG;DALLAS BULDOG - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
COCOB4060WELCFLEUR;COCO BLANCHI/LATEX WELCOME FLEURS - 40x60cm -Ep.15mm;1.600000;1;COCOTAPIS;12.680000;0.190000;NULL;NULL
COCOB4060RAYPLANTE;COCO BLANCHI/LATEX RAYURE PLANTE - 40x60cm - Ep.15mm;1.600000;1;COCOTAPIS;12.680000;0.190000;0.000000;
COCON4060PALMIERS;COCO NATUREL/LATEX PALMIERS - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4060WELCZEBRE;COCO NATUREL/LATEX WELCOME ZEBRE - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4060JUNGLE;COCO NATUREL/LATEX JUNGLE - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4575PALMERAIE;COCO NATUREL/LATEX PALMERAIE - 45x75cm - Ep.15mm;2.000000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
COCON4060TBONCOEUR;COCO NATUREL/LATEXTEXTE BONJOUR COEUR-40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.560000;0.190000;NULL;NULL
COCON4060TBIENVCAL;COCO NATUREL/LATEX TEXTE BIENV.CALLIGR  40x60cm  Ep.15mm;1.400000;1;COCOTAPIS;11.560000;0.190000;NULL;NULL
COCON2575MHOME;COCO NATUREL/LATEX MARCHE HOME - 25x75cm - Ep.15mm;1.180000;1;COCOTAPIS;8.590000;0.190000;NULL;NULL
COCON2575MBIENVNOI;COCO NATUREL/LATEX MARCHE BIENV. NOIR-25x75cm-Ep.15mm;1.180000;1;COCOTAPIS;8.590000;0.190000;NULL;NULL
COCON4575EP35GEOME;COCO NATUREL/PVC GEOMETRIC NOIR - 45x75cm - Ep.35mm;3.280000;1;COCOTAPIS;44.340000;0.460000;NULL;NULL
COCON4575EP35HOMEC;COCO NATUREL/PVC HOME CARREAUX DE CIMENT-45x75cm-Ep.35mm;3.280000;1;COCOTAPIS;44.340000;0.460000;NULL;NULL
COCON4575EP35BLGRV;COCO NATUREL/PVC BLEU GRIS VERT - 45x75cm - Ep.35mm;3.280000;1;COCOTAPIS;44.340000;0.460000;NULL;NULL
COCON4575EP35MANDA;COCO NATUREL/PVC MANDALA - 45x75cm - Ep.35mm;3.280000;1;COCOTAPIS;44.340000;0.460000;NULL;NULL
PADDOCK75100;PADDOCK DALLE - 75x100cm - Ep.30mm;18.000000;1;CCTAPIS;69.550000;0.018000;NULL;NULL
GAILLAC608005;GAILLAC BLEU - 60x80cm - Ep.8mm;1.200000;1;TEXTTAPIS;11.250000;0.190000;NULL;NULL
GAILLAC608020;GAILLAC NOIR - 60x80cm - Ep.8mm;1.200000;1;TEXTTAPIS;10.710000;0.190000;NULL;NULL
GAILLAC8012005;GAILLAC BLEU - 80x120cm - Ep.8mm;2.400000;1;TEXTTAPIS;23.710000;0.190000;NULL;NULL
TRESSE4575;TRESSE TAPIS CAOUTCHOUC NOIR - 45x75 cm - Ep.6mm;1.700000;1;CCTAPIS;10.000000;0.190000;NULL;NULL
MIRANDE9015020;MIRANDE NOIR - 90x150cm - Ep.9mm;3.280000;1;TEXTTAPIS;60.190000;0.460000;NULL;NULL
MARCIAC406002;MARCIAC GRIS FONCE - 40x60cm - Ep.10mm;0.760000;1;TEXTTAPIS;8.490000;0.070000;NULL;NULL
MARCIAC8012006;MARCIAC GRIS CLAIR - 80x120cm - Ep.10mm;3.100000;1;TEXTTAPIS;32.920000;0.460000;NULL;NULL
MARCIAC8012002;MARCIAC GRIS FONCE - 80x120cm - Ep.10mm;3.100000;1;TEXTTAPIS;32.920000;0.460000;NULL;NULL
HYPERGRAT508002;HYPERGRAT GRIS - 50x80cm - Ep.22mm;4.360000;1;PLATAPIS;112.890000;0.460000;NULL;NULL
HYPERGRAT508020;HYPERGRAT NOIR - 50x80cm - Ep.22mm;4.360000;1;PLATAPIS;112.890000;0.460000;NULL;NULL
LOGOBRUSH2CSMAB;TAPIS LOGOBRUSH 2 COULEURS SUR MESURE AVEC BORDURES;5.200000;3;LOGO;781.920000;0.410000;NULL;NULL
LOGOBRUSH2CSMSB;TAPIS LOGOBRUSH 2 COULEURS SUR MESURE SANS BORDURES;5.200000;3;LOGO;781.920000;0.410000;NULL;NULL
LOGOBRUSH2CSTAB;TAPIS LOGOBRUSH 2 COULEURS STANDARD AVEC BORDURES;5.200000;3;LOGO;653.270000;0.410000;NULL;NULL
LOGOBRUSH2CSMABM;TAPIS LOGOBRUSH 2 COULEURS SUR MESURE AVEC BORDURES MAXI TAPIS;5.200000;3;LOGO;910.470000;0.410000;NULL;NULL
LOGOBRUSH2CSMSBM;TAPIS LOGOBRUSH 2 COULEURS SUR MESURE SANS BORDURES MAXI TAPIS;5.200000;3;LOGO;910.470000;0.410000;NULL;NULL
LOGOBRUSHUNSTAB;TAPIS LOGOBRUSH UNI STANDARD AVEC BORDURES;5.200000;3;LOGO;211.420000;0.410000;NULL;NULL
LOGOBRUSHUNSMAB;TAPIS LOGOBRUSH UNI SUR MESURE AVEC BORDURES;5.200000;3;LOGO;562.430000;0.410000;NULL;NULL
LOGOBRUSHUNSMSB;TAPIS LOGOBRUSH UNI SUR MESURE SANS BORDURES;5.200000;3;LOGO;562.430000;0.410000;NULL;NULL
LOGOBRUSHUNSMABM;TAPIS LOGOBRUSH UNI SUR MESURE AVEC BORDURES MAXI TAPIS;5.200000;3;LOGO;647.150000;0.410000;NULL;NULL
LOGOBRUSHUNSMSBM;TAPIS LOGOBRUSH UNI SUR MESURE SANS BORDURES MAXI TAPIS;5.200000;3;LOGO;647.150000;0.410000;NULL;NULL
IDS10T180NEW;IDS10 ROULEAU TOILE NEW - 1.80x30m - Ep.10mm;13.000000;3;CCRLX;71.820000;0.300000;NULL;NULL
FINES100NMN20M;FINES STRIES ROULEAU NOIR - 1x20m - Ep.3mm - au m² ;2.180000;3;CCRLX;15.760000;0.300000;NULL;NULL
MB46RL1.80;MB46 ROULEAU - 1.80x10m - Ep.14.5mm;9.440000;3;CCRLX;69.420000;0.360000;NULL;NULL
IDSGREENP40060040;IDS GREEN DALLE SPECIALE PENTE -395x600mm - Ep.40mm - au m²;6.090000;3;PLATAPIS;31.450000;0.120000;NULL;NULL
IDS10T247NEW;IDS10 ROULEAU TOILE NEW - 2.47x50m - Ep.10mm;13.000000;3;CCRLX;71.820000;0.300000;NULL;NULL
MOUSLTX100X175D280;MOUSSE LATEX EU - D280KG - 100x175cm - Ep.40mm;19.600000;1;CCTAPIS;78.420000;0.057000;NULL;NULL
POLYCORL100EP11MM;POLYCOFLOOR ROULEAU SUPER NATUREL - 1x25m - Ep.11mm - au m²;2.170000;3;TEXTRLX;35.660000;0.410000;NULL;NULL
POLYCORL200EP11MM;POLYCOFLOOR ROULEAU SUPER NATUREL - 2x25m - Ep.11mm - au m²;2.170000;3;TEXTRLX;35.660000;0.410000;NULL;NULL
POLYCORLEP11MMCOUP;POLYCOFLOOR ROULEAU SUPER NATUREL - Ep.11mm - à la coupe;2.170000;3;TEXTRLX;53.490000;0.410000;NULL;NULL
POLYCORL100EP11MMN;POLYCOFLOOR ROULEAU SUPER NOIR/GRIS - 1x25.00m-Ep.11mm- au m²;2.050000;3;TEXTRLX;40.810000;0.410000;NULL;NULL
POLYCORL200EP11MMN;POLYCOFLOOR ROULEAU SUPER NOIR/GRIS - 2x25.00m-Ep.11mm- au m²;2.050000;3;TEXTRLX;40.750000;0.410000;NULL;NULL
POLYCORLEP11NGCOUP;POLYCOFLOOR ROULEAU SUPER NOIR/GRIS - Ep.11mm - à la coupe;2.050000;3;TEXTRLX;61.230000;0.410000;0.000000;
RELAXGRAT12261;RELAXGRAT TAPIS GRATTOIR  - 122x61 cm - Ep.17mm;12.360000;1;CCTAPIS;92.130000;0.018000;NULL;NULL
IDICEGCN500500EP30;ID-ICE CFL DALLE - GRIS CLAIR/NOIR - 500x500mm - Ep.30 mm;27.000000;3;CCDAL;0.000000;0.300000;NULL;NULL
CCO2FL61P;CAOUTCHOUC ROULEAU 2 FACES LISSES NOIR 1 PLI - 1.40x10m - Ep.6mm;8.760000;3;CCRLX;45.450000;0.190000;NULL;NULL
MOUSLXB100X170D280;MOUSSE LATEX BLEU EU - D280KG - 100x170cm - Ep.40mm;19.040000;1;CCTAPIS;78.420000;0.057000;NULL;NULL
MOUSLXB100X175D280;MOUSSE LATEX BLEU EU - D280KG - 100x175cm - Ep.40mm;19.600000;1;CCTAPIS;78.420000;0.057000;NULL;NULL
COCON4060CERFS;COCO NATUREL/LATEX CERFS - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
BOSTON4060HOMEAUT;BOSTON HOME AUTOMNE - 40x60cm - Ep.5mm;0.360000;1;TEXTTAPIS;7.210000;0.070000;NULL;NULL
COCON4060TEXTHOMFL;COCO NATUREL/LATEX TEXTE HOME FLEUR - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.560000;0.190000;NULL;NULL
COCON4575DLARABESQ;COCO NATUREL/LATEX ARABESQ.ROUGE DEMI-LUNE-45x75cm-Ep.15mm;2.000000;1;COCOTAPIS;10.060000;0.190000;NULL;NULL
COCON4575GRAPHNOIR;COCO NATUREL/LATEX GRAPHIQUE NOIR - 45x75cm - Ep.15mm;2.000000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
COCON4575GRAPHBEIG;COCO NATUREL/LATEX GRAPHIQUE BEIGE -45x75cm-Ep15mm;2.000000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
COCON4060POTCAC;COCO NATUREL/LATEX POTS CACTUS - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCOB4060GEO;COCO BLANCHI/LATEX GEOMETRIE - 40x60cm - Ep.15mm;1.600000;1;COCOTAPIS;12.680000;0.190000;NULL;NULL
COCON4550FORMCHAT;"COCO NATUREL/LATEX ""FORME CHAT"" - 45x50cm - Ep.15mm";1.600000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
COCOB6060RDFLEUR;COCO BLANCHI/LATEX FLEURS ROND - D60cm - Ep.15mm;1.650000;1;COCOTAPIS;16.350000;0.190000;NULL;NULL
COCON4060LOVELY;COCO NATUREL/LATEX LOVELY - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4060COOL;COCO NATUREL/LATEX COOL - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
BOSTON4060STUCNOIR;BOSTON STUC NOIR - 40x60cm - Ep.5mm;0.360000;1;PRODUCTION;7.210000;0.070000;NULL;NULL
BOSTON4060GEOMETOR;BOSTON GEOMETRIE OR - 40x60cm - Ep.5mm;0.360000;1;PRODUCTION;7.210000;0.070000;NULL;NULL
DALLAS4060AMOUR04;DALLAS AMOUR ROUGE - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060HI09;DALLAS HI FOND ROSE - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060AMOUR07;DALLAS AMOUR VERT - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060BONJ05;DALLAS BONJOUR BLEU - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060SOLEIL;DALLAS SOLEIL - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060WELCFLOR;DALLAS WELCOME FLEUR - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060HOMEARCH;DALLAS HOME ARCHE - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060OND;DALLAS ONDULATIONS - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS5080HORIZON;DALLAS HORIZON - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
DALLAS5080EMPREINT;DALLAS EMPREINTE - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
DALLAS4060HELTROP;DALLAS HELLO TROPICAL - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060ATTRAIT;DALLAS ATTRAIT - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS4060NIDABEIL;DALLAS NID D'ABEILLE - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
CUBAN4060ROSACE;CUBA RECTANGULAIRE ROSACE - 40x60cm - Ep.8mm;1.090000;1;COCOTAPIS;6.580000;0.070000;NULL;NULL
CUBAN4575ROSACE;CUBA RECTANGULAIRE ROSACE - 45x75cm - Ep.8mm;1.253000;1;COCOTAPIS;9.240000;0.190000;NULL;NULL
MOUSLTXAP100X175;MOUSSE LATEX BLEU EU AVEC PENTE - D220KG - 100x175cm - Ep. 70/30mm;19.600000;1;CCTAPIS;91.290000;0.057000;NULL;NULL
TAC45114;TAPIS ANTI-CONTAMINATION-45x114cm Ep.1.5mm le carton de 10 blocs 30 f;8.040000;11;PLATAPIS;151.830000;0.036000;0.000000;
TAC6090;TAPIS ANTI-CONTAMINATION -60x90cm Ep.1.5mm le carton de 10 blocs 30 f;8.800000;11;PLATAPIS;147.340000;0.036000;0.000000;
TAC66114;TAPIS ANTI-CONTAMINATION-66x114cm Ep.1.5mm le carton de 10 blocs 30 f;10.000000;11;PLATAPIS;206.190000;0.036000;NULL;NULL
COCON6060RDW;COCO NATUREL/LATEX WELCOME - D60cm - Ep.15mm;1.650000;1;COCOTAPIS;15.860000;0.190000;NULL;NULL
MATELASNATURAAP;MATELAS NATURA AVEC PENTE - largeur 1.80m - Ep. 70/30 mm;16.000000;3;CCRLX;106.560000;0.057000;NULL;NULL
IDS6200NEW;IDS6 ROULEAU NEW - Largeur 2m - Ep.6mm - à la coupe;8.400000;3;CCRLX;63.850000;0.300000;NULL;NULL
PODO4280BADHESIVE;DALLE PODOTACTILE ADHESIVE CFL-S1 BLANCHE - 42x80cm - Ep.7 mm;1.400000;1;CCDAL;40.790000;0.018000;NULL;NULL
PODO4280GADHESIVE;DALLE PODOTACTILE ADHESIVE CFL-S1 GRISE - 42x80 - Ep.7mm;1.400000;1;CCDAL;38.650000;0.018000;NULL;NULL
PODO4280JADHESIVE;DALLE PODOTACTILE ADHESIVE CFL-S1 JAUNE - 42x80 - Ep.7mm;1.400000;1;CCDAL;38.650000;0.018000;0.000000;
PODO4280NADHESIVE;DALLE PODOTACTILE ADHESIVE CFL NOIRE - 42x80cm - Ep.7mm;1.550000;1;CCDAL;32.230000;0.018000;NULL;NULL
BAO17100BADHESIVE7;BANDE D'AIDE A L'ORIENTATION CFL-S1 ADHESIVE BLANC - 17x100cm -Ep.7mm;1.300000;1;CCTAPIS;35.050000;0.018000;NULL;NULL
BAO17100NADHESIVE7;BANDE D'AIDE A L'ORIENTATION CFL-S1 ADHESIVE NOIR - 17x100cm - Ep.7mm;1.300000;1;CCTAPIS;26.490000;0.018000;NULL;NULL
BAO22100NADHESIVE5;BANDE D'AIDE A L'ORIENTATION CFL-S1 ADHESIVE NOIR - 22x100cm - Ep.5mm;1.200000;1;CCTAPIS;25.170000;0.018000;NULL;NULL
BAO22100NADHESIVE8;BANDE D'AIDE A L'ORIENTATION CFL-S1 ADHESIVE NOIR - 22x100cm - Ep.8mm;2.200000;1;CCDAL;34.280000;0.018000;NULL;NULL
PREMIUMRL112002;PREMIUM COUPON GRIS ANTHRACITE - 1x1,20m - Ep.6mm;2.360000;1;TEXTRLX;11.500000;0.190000;NULL;NULL
MOUSLTXAP115X175;MOUSSE LATEX BLEU EU AVEC PENTE - D220KG - 115x175cm - Ep. 70/30mm;22.540000;1;CCTAPIS;91.290000;0.057000;NULL;NULL
CLEANGRAT15030002;CLEANGRAT GRIS ANTHRACITE - 150x300cm;13.500000;1;TEXTTAPIS;470.490000;0.460000;NULL;NULL
CHECKER140N6L-10M;CHECKER CFL-S1 NOIR ROULEAU <10 M - Larg. 1.40m - Ep.6mm;8.400000;3;CCRLX;55.330000;0.300000;NULL;NULL
CHECKER140N3L-10M;CHECKER NOIR ROULEAU <10 m - Larg. 1.40m - Ep. 3 mm;4.100000;3;CCRLX;24.420000;0.300000;NULL;NULL
CHECKER140G3L-10M;CHECKER GRIS ROULEAU <10 m - Larg. 1.40m - Ep.3 mm;4.230000;3;CCRLX;31.510000;0.300000;NULL;NULL
CCO2FL6L-10M;CAOUTCHOUC 2 FACES LISSES NOIR RL <10m - Larg. 1.40m - Ep.6mm;8.760000;3;CCRLX;43.890000;0.190000;NULL;NULL
FINES120NNL-10M;FINES STRIES NOIR ROULEAU<10m - Larg.1.20m - Ep.3mm;2.400000;3;CCRLX;16.380000;0.300000;NULL;NULL
SCAIBOSNOEL4060L24;BOSTON NOEL - 40x60cm - LOT DE 24;0.360000;1;PRODUCTION;0.000000;0.070000;0.000000;
EAUDEMINERALISEE;EAU DEMINERALISEE CHATIOT ELEVATEUR Bidon de 5L;0.000000;1;ACCESSOIRE;0.000000;0.000000;NULL;NULL
ZIGZAGNG_2ND_CHOIX;ZIG ZAG ROULEAU GROOVE NG 2ND CHOIX;32.000000;3;CCRLX;98.440000;0.300000;NULL;NULL
M65;M65 CAILLEBOTIS NOIR - 100x150cm - Ep.17mm;9.400000;1;CCTAPIS;45.890000;0.018000;NULL;NULL
FINES100NMN-10M;FINES STRIES ROULEAU <10 m - Larg. 1.00m - Ep. 3 mm;2.400000;2;CCRLX;16.910000;0.300000;NULL;NULL
COCOBOUCLE4060;COCO NATUREL BOUCLE - 40x60cm - Ep.22mm;1.150000;1;COCOTAPIS;12.250000;0.190000;NULL;NULL
COCOBOUCLE4575;COCO NATUREL BOUCLE - 45x75cm - Ep.22mm;1.620000;1;COCOTAPIS;16.910000;0.190000;NULL;NULL
BAUGES10015002;BAUGES ANTHRACITE - 100x150cm - Ep. 8mm;3.000000;1;TEXTTAPIS;57.230000;0.460000;NULL;NULL
BAUGES608002;BAUGES ANTHRACITE - 60x80cm - Ep. 8mm;0.960000;1;TEXTTAPIS;18.300000;0.070000;NULL;NULL
BAUGES8012002;BAUGES ANTHRACITE - 80x120cm - Ep. 8mm;1.920000;1;TEXTTAPIS;36.630000;0.190000;NULL;NULL
CEVENNES609031;CEVENNES GRIS CLAIR - 60x90cm - Ep. 8mm;1.080000;1;TEXTTAPIS;45.380000;0.190000;NULL;NULL
CEVENNES9015031;CEVENNES GRIS CLAIR - 90x150cm - Ep. 8mm;2.700000;1;TEXTTAPIS;113.450000;0.190000;NULL;NULL
DENALI406018;DENALI TAUPE - 40x60cm - Ep. 13,5mm;0.576000;1;TEXTTAPIS;14.240000;0.070000;NULL;NULL
DENALI406002;DENALI ANTHRACITE - 40x60cm - Ep. 13,5mm;0.576000;1;TEXTTAPIS;14.240000;0.070000;NULL;NULL
DENALI406005;DENALI BLEU - 40x60cm - Ep. 13,5mm;0.576000;1;TEXTTAPIS;14.240000;0.070000;NULL;NULL
DENALI406003;DENALI BORDEAUX - 40x60cm - Ep. 13,5mm;0.576000;1;TEXTTAPIS;14.240000;0.070000;NULL;NULL
DENALI608018;DENALI TAUPE - 60x80cm - Ep. 13,5mm;1.152000;1;TEXTTAPIS;28.270000;0.190000;NULL;NULL
DENALI608002;DENALI ANTHRACITE - 60x80cm - Ep. 13,5mm;1.152000;1;TEXTTAPIS;28.270000;0.190000;NULL;NULL
DENALI608005;DENALI BLEU - 60x80cm - Ep. 13,5mm;1.152000;1;TEXTTAPIS;28.270000;0.190000;NULL;NULL
DENALI608003;DENALI BORDEAUX - 60x80cm - Ep. 13,5mm;1.152000;1;TEXTTAPIS;28.270000;0.190000;NULL;NULL
DENALI8012018;DENALI TAUPE - 80x120cm - Ep. 13,5mm;2.304000;1;TEXTTAPIS;60.830000;0.190000;NULL;NULL
DENALI8012002;DENALI ANTHRACITE - 80x120cm - Ep. 13,5mm;2.304000;1;TEXTTAPIS;60.830000;0.190000;NULL;NULL
DENALI8012005;DENALI BLEU - 80x120cm - Ep. 13,5mm;2.304000;1;TEXTTAPIS;60.830000;0.190000;NULL;NULL
DENALI8012003;DENALI BORDEAUX - 80x120cm - Ep. 13,5mm;2.304000;1;TEXTTAPIS;60.830000;0.190000;NULL;NULL
QUEYRAS406031;QUEYRAS GRIS CLAIR - 40x60cm - Ep. 5mm;0.396000;1;TEXTTAPIS;10.480000;0.070000;NULL;NULL
QUEYRAS406010;QUEYRAS BRUN- 40x60cm - Ep. 5mm;0.396000;1;TEXTTAPIS;10.480000;0.070000;NULL;NULL
QUEYRAS406020;QUEYRAS NOIR - 40x60cm - Ep. 5mm;0.396000;1;TEXTTAPIS;10.480000;0.070000;NULL;NULL
QUEYRAS406004;QUEYRAS ROUGE - 40x60cm - Ep. 5mm;0.396000;1;TEXTTAPIS;10.480000;0.070000;NULL;NULL
QUEYRAS608031;QUEYRAS GRIS CLAIR - 60x80cm - Ep. 5mm;0.792000;1;TEXTTAPIS;19.220000;0.070000;NULL;NULL
QUEYRAS608010;QUEYRAS BRUN- 60x80cm - Ep. 5mm;0.792000;1;TEXTTAPIS;19.220000;0.070000;NULL;NULL
QUEYRAS608020;QUEYRAS NOIR - 60x80cm - Ep. 5mm;0.792000;1;TEXTTAPIS;19.220000;0.070000;NULL;NULL
QUEYRAS608004;QUEYRAS ROUGE - 60x80cm - Ep. 5mm;0.792000;1;TEXTTAPIS;19.220000;0.070000;NULL;NULL
QUEYRAS8012031;QUEYRAS GRIS CLAIR - 80x120cm - Ep. 5mm;1.584000;1;TEXTTAPIS;39.610000;0.190000;NULL;NULL
QUEYRAS8012010;QUEYRAS BRUN- 80x120cm - Ep. 5mm;1.584000;1;TEXTTAPIS;39.610000;0.190000;NULL;NULL
QUEYRAS8012020;QUEYRAS NOIR - 80x120cm - Ep. 5mm;1.584000;1;TEXTTAPIS;39.610000;0.190000;NULL;NULL
QUEYRAS8012004;QUEYRAS ROUGE - 80x120cm - Ep. 5mm;1.584000;1;TEXTTAPIS;39.610000;0.190000;NULL;NULL
ROCKY406002;ROCKY ANTHRACITE - 40x60cm - Ep. 12mm;0.816000;1;TEXTTAPIS;37.110000;0.070000;NULL;NULL
ROCKY457502;ROCKY ANTHRACITE - 45x75cm - Ep. 12mm;1.147500;1;TEXTTAPIS;49.910000;0.190000;NULL;NULL
ROCKY6010002;ROCKY ANTHRACITE - 60x100cm - Ep. 12mm;2.040000;1;TEXTTAPIS;81.610000;0.190000;NULL;NULL
VANOISE12018002;VANOISE GRIS - 120x180cm - Ep. 4,5mm;3.024000;1;TEXTTAPIS;51.640000;0.460000;0.000000;
VANOISE12018005;VANOISE BLEU - 120x180cm - Ep. 4,5mm;3.024000;1;TEXTTAPIS;51.640000;0.460000;NULL;NULL
VANOISE12018010;VANOISE BRUN - 120x180cm - Ep. 4,5mm;3.024000;1;TEXTTAPIS;51.640000;0.460000;NULL;NULL
VANOISE406002;VANOISE GRIS - 40x60cm - Ep. 4,5mm;0.336000;1;TEXTTAPIS;4.820000;0.070000;NULL;NULL
VANOISE406005;VANOISE BLEU - 40x60cm - Ep. 4,5mm;0.336000;1;TEXTTAPIS;4.820000;0.070000;NULL;NULL
VANOISE406010;VANOISE BRUN - 40x60cm - Ep. 4,5mm;0.336000;1;TEXTTAPIS;4.820000;0.070000;NULL;NULL
VANOISE608002;VANOISE GRIS - 60x80cm - Ep. 4,5mm;0.672000;1;TEXTTAPIS;10.350000;0.070000;NULL;NULL
VANOISE608005;VANOISE BLEU - 60x80cm - Ep. 4,5mm;0.672000;1;TEXTTAPIS;10.350000;0.070000;NULL;NULL
VANOISE608010;VANOISE BRUN - 60x80cm - Ep. 4,5mm;0.672000;1;TEXTTAPIS;10.350000;0.070000;NULL;NULL
VANOISE8012002;VANOISE GRIS - 80x120cm - Ep. 4,5mm;1.344000;1;TEXTTAPIS;22.940000;0.190000;NULL;NULL
VANOISE8012005;VANOISE BLEU - 80x120cm - Ep. 4,5mm;1.344000;1;TEXTTAPIS;22.940000;0.190000;NULL;NULL
VANOISE8012010;VANOISE BRUN - 80x120cm - Ep. 4,5mm;1.344000;1;TEXTTAPIS;22.940000;0.190000;NULL;NULL
VANOISE9015002;VANOISE GRIS - 90x150cm - Ep. 4,5mm;1.890000;1;TEXTTAPIS;27.630000;0.190000;NULL;NULL
VANOISE9015005;VANOISE BLEU - 90x150cm - Ep. 4,5mm;1.890000;1;TEXTTAPIS;27.630000;0.190000;NULL;NULL
VANOISE9015010;VANOISE BRUN - 90x150cm - Ep. 4,5mm;1.890000;1;TEXTTAPIS;27.630000;0.190000;NULL;NULL
VERCORS10015002;VERCORS ANTHRACITE - 100x150cm - Ep. 6,5mm;3.000000;1;TEXTTAPIS;52.600000;0.460000;NULL;NULL
