REF;DESIGN;POIDS;UNITE;CATEGORIE;PRIX;ECOTAXE;NOTE;SCORE;IMAGE;URL
BLA5;C/C BLACK STAR ROULEAU - 1.40x5m - Ep.25mm;28.750000;3;ACCESSOIRE;365.360000;0.300000;A;https://sevetys.fr/_next/image/?url=https%3A%2F%2Fcharming-angel-5ca83bf286.media.strapiapp.com%2FChat_europeen_573af6e71d.webp&w=1920&q=75
PODOCFL4280N;DALLE PODOTACTILE CFL NOIRE - 42x80cm - Ep.7mm;1.340000;1;CCDAL;25.810000;0.018000;NULL;NULL
PODOCFL4280B;DALLE PODOTACTILE CFL-S1 BLANCHE - 42x80cm - Ep.7mm;1.640000;1;CCDAL;32.230000;0.018000;NULL;NULL
PODOCFL4280G;DALLE PODOTACTILE CFL-S1 GRISE - 42x80cm - Ep.7mm;1.480000;1;CCDAL;32.230000;0.018000;NULL;NULL
PODOCFL4280J;DALLE PODOTACTILE CFL-S1 JAUNE - 42x80cm - Ep.7mm;1.380000;1;CCDAL;32.230000;0.018000;NULL;NULL
BAOCFL17100EP7B;BANDE D'AIDE A L'ORIENTATION CFL-S1 BLANCHE - 17x100cm - Ep.7mm;1.160000;1;CCTAPIS;30.770000;0.018000;NULL;NULL
BAOCFL17100EP7N;BANDE D'AIDE A L'ORIENTATION CFL-S1 NOIRE - 17x100cm - Ep.7mm;1.160000;1;CCTAPIS;22.210000;0.018000;NULL;NULL
BAOCFL22100EP5G;BANDE D'AIDE A L'ORIENTATION CFL-S1 GRISE - 22x100cm - Ep.5mm;0.960000;1;CCTAPIS;26.450000;0.018000;NULL;NULL
BAOCFL22100EP5N;BANDE D'AIDE A L'ORIENTATION CFL-S1 NOIRE - 22x100cm - Ep.5mm;0.960000;1;CCTAPIS;20.030000;0.018000;NULL;NULL
BAOCFL22100EP8G;BANDE D'AIDE A L'ORIENTATION CFL-S1 GRISE - 22x100cm - Ep.8mm;2.200000;1;CCTAPIS;37.710000;0.018000;NULL;NULL
BAOCFL22100EP8N;BANDE D'AIDE A L'ORIENTATION CFL-S1 NOIRE - 22x100cm - Ep.8mm;2.200000;1;CCDAL;29.150000;0.018000;NULL;NULL
MOUSSEPOLYCOEP12;MOUSSE POUR POLYCO - 2.15x90m - Ep.12mm;1.400000;3;TEXTRLX;0.000000;0.000000;NULL;NULL
ZIGZAG600;ZIG ZAG OLD GROOVE LARGEUR 600 MM;32.000000;3;CCRLX;98.440000;0.300000;NULL;NULL
ZIGZAG650;ZIG ZAG OLD GROOVE LARGEUR 650 MM Ep. 19 à 30 mm;32.000000;3;CCRLX;98.440000;0.300000;NULL;NULL
METLOGOBOUC85120LV;TAPIS LOGO BIENVENUE BOUCHERIE 85x120 cm LV - ROULES;2.754000;1;LOGO;0.000000;0.190000;NULL;NULL
METLOGOBOUL85120LV;TAPIS LOGO BIENVENUE BOULANGERIE 85x120 cm LV - ROULES;2.754000;1;LOGO;0.000000;0.190000;NULL;NULL
METLOGOREST85120LV;TAPIS LOGO BIENVENUE RESTAURANT 85x120 cm LV - ROULES;2.754000;1;LOGO;0.000000;0.190000;NULL;NULL
QUIETA1250CLIPNGV1;QUIETA NG V1 P400/15 TAPIS D'ETABLE CLIP - 125x185cm - Ep.30mm;48.000000;1;CCTAPIS;219.310000;0.018000;NULL;NULL
M211;M211 TAPIS D'ETABLE CLASSIQUE - 1250X1750mm - Ep.17mm;48.210000;1;CCTAPIS;197.240000;0.018000;NULL;NULL
BOSDECPL4070BONJ05;BOSTON DECOUPE PLANCHE BONJOUR BLEU - 40x70 cm - Ep.5mm;0.360000;1;PRODUCTION;8.560000;0.070000;NULL;NULL
BOSDECPL4070BONJ02;BOSTON DECOUPE PLANCHE BONJOUR GRIS - 40x70 cm - Ep.5mm;0.360000;1;PRODUCTION;8.560000;0.070000;NULL;NULL
BOSDECPL4070BIEN10;BOSTON DECOUPE PLANCHE BIENVENUE BRUN -40x70cm-Ep.5mm;0.360000;1;PRODUCTION;8.560000;0.070000;NULL;NULL
LOGOMRBRI85150MB3;TAPIS LOGO MR BRICOLAGE MR BRICOLAGE 85x150cm-sem lisse+bord(GRIS);3.187500;1;LOGO;0.000000;0.460000;NULL;NULL
QUIETA1150CLIPNGV1;QUIETA NG V1 P400/15 TAPIS D'ETABLE CLIPS - 115x185cm - Ep.30mm;44.000000;1;CCTAPIS;208.930000;0.018000;NULL;NULL
IDNEIGE10JN;IDNEIGE EFL ROULEAU - JAUNE/NOIR - 1.50x12m - Ep.10mm;10.500000;3;CCRLX;55.660000;0.300000;NULL;NULL
POLYCORLEP2002COUP;POLYCOFLOOR ROULEAU ANTHRACITE - Ep. 20mm - à la coupe;2.350000;3;TEXTRLX;82.710000;0.410000;NULL;NULL
NT415BY91128;NT415 TAPIS ANTIFATIGUE NOIR/JAUNE - 91x128cm - Ep.14.3mm POSTE;7.250000;1;PLATAPIS;140.980000;0.460000;NULL;NULL
NT415B91128;NT415 TAPIS ANTIFATIGUE NOIR - 91x128cm - Ep.14.3mm POSTE;7.250000;1;PLATAPIS;140.420000;0.460000;0.000000;
NEWYORK80120;TAPIS LOGO NEW YORK 80x120 cm ép.7 mm;2.810000;1;LOGO;44.390000;0.190000;NULL;NULL
IDSFIXSR902000;IDS FIX SR 90x2000 mm (0.50 m²);17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
LOGOVECTORISATION;FRAIS DE VECTORISATION DU FICHIER;0.000000;1;LOGO;20.000000;0.000000;NULL;NULL
BOSTONLOGO;BOSTON TAPIS PERSONNALISE SANS BORDURES;2.050000;3;LOGO;33.740000;0.410000;NULL;NULL
DALLASLOGO;DALLAS TAPIS PERSONNALISE SANS BORDURES;2.900000;3;LOGO;94.380000;0.410000;NULL;NULL
DELINEIGE8BN;DELINEIGE CFL-S1 ROULEAU BLEU/NOIR - 1.25x15m - Ep.8mm;10.000000;3;CCRLX;142.280000;0.190000;NULL;NULL
SPORTNEIGE8GN;SPORTNEIGE EFL ROULEAU GRIS CLAIR/NOIR - 1.50x15m - Ep.8mm;8.400000;3;CCRLX;53.530000;0.300000;NULL;NULL
MB46PRBK;MB46 DALLE CONNECTABLE  25% NITRILE NOIR - 91x91cm - Ep.14.5mm;8.400000;1;CCDAL;54.430000;0.460000;NULL;NULL
BRAY45PRN;BRAY45 RAMPE JAUNE 25% NITRILE - 91x6.5cm;0.850000;1;CCACCESS;19.210000;0.018000;NULL;NULL
COCS45PRBK;COCS45PR BANDE DE CONNEXION 25% NITRILE NOIR - 91cm;0.220000;1;CCACCESS;7.020000;0.018000;NULL;NULL
CLEANFOR20030002;CLEANFOR ANTHRACITE AVEC BORDURES SEMELLE LISSE - 200x300cm;21.010000;1;TEXTTAPIS;544.680000;0.460000;NULL;NULL
SPORTNEIGE10GFN5%;SPORTNEIGE EFL ROULEAU 5% GRIS FONCE/NOIR - 1.50x12m - Ep.10 mm;10.000000;3;CCRLX;54.550000;0.300000;NULL;NULL
M202;M202 TAPIS D'ETABLE CLASSIQUE - 1200X1800mm - Ep.18mm;47.600000;1;CCTAPIS;0.000000;0.018000;NULL;NULL
TNCUBA406002;TAPIS NU CUBA 40*60 cm GRIS - ASPECT/LAMBADA LATEX;0.500000;1;COCOTAPIS;0.950000;0.000000;NULL;NULL
TNMILTERN406005;TAPIS NU MILAN / TERRE NEUVE GEL 40*60 cm BLEU;0.216000;1;COCOTAPIS;1.260000;0.000000;NULL;NULL
BOSTON4060CC2000;BOSTON CARREAUX DE CIMENT NOIR & BLANC - 40x60cm -Ep.5mm;0.360000;1;TEXTTAPIS;7.210000;0.070000;NULL;NULL
BOSTON5080CC2000;BOSTON CARREAUX DE CIMENT NOIR & BLANC - 50x80cm - Ep5mm;0.540000;1;TEXTTAPIS;12.260000;0.070000;NULL;NULL
EHA917R12LG+/-10M;EHA917 ROULEAU R12 ANTHRACITE Larg. stand - longueur +/-10m - Ep.18mm;6.000000;3;PLARLX;147.340000;0.120000;NULL;NULL
IDSFIXSR1402000;IDS FIX SR 140x2000 mm (0.72 m²);17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR140COUPE;IDS FIX SR 140 - LONGUEUR SUR MESURE;17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
BARBECUE8012020;TAPIS BARBECUE NOIR - 80x120cm - Ep.1,5mm;1.420000;1;PLATAPIS;27.800000;0.190000;NULL;NULL
NUANCIERTAPISLOGO;NUANCIER TAPIS LOGO SIGLE ID GROUP 19.5x29.5cm;0.000000;1;LOGO;0.000000;0.000000;NULL;NULL
IDSFIXSR;IDS FIX SR;17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
EHA88LARGSPEC;EHA 88 ROULEAU - Largeur spéciale - Ep.12mm - au m² ;5.400000;3;PLARLX;149.990000;0.120000;NULL;NULL
DALLAS4060171279;DALLAS CHOUETTE FOND GRIS - 40x60cm - Ep.5mm;0.660000;1;PRODUCTION;12.880000;0.070000;NULL;NULL
DALLAS5080171279;DALLAS CHOUETTE FOND GRIS - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
MB46_SINGLE;MB46 DALLE CONNECTABLE SINGLE NOIR - 91x91cm - Ep.14.5mm;7.200000;1;CCDAL;36.630000;0.460000;NULL;NULL
MB45_SINGLE;MB45 CAILLEBOTIS CONNECTABLE SINGLE NOIR - 91x91cm - Ep.14.5mm;6.500000;1;CCTAPIS;31.600000;0.018000;0.000000;
COCOMAT154114-100H;MATELAS COCO 154*114CM EP.100MM HQ;34.300000;1;COCOTAPIS;137.760000;0.008000;0.000000;
DELINEIGE8GFN;DELINEIGE CFL-S1 ROULEAU GRIS FONCE/NOIR - 1.25x15m - Ep.8mm;10.000000;3;CCRLX;142.280000;0.190000;NULL;NULL
SOLIDSPORT9MM100N;SOLID SPORT DALLE MOUCHETE NOIR HE21 - 100x100cm - Ep.9mm ;12.060000;1;CCDAL;0.000000;0.018000;NULL;NULL
IDSSAND154X114;IDS SAND - 154x114cm - Ep.10cm;46.000000;1;CCTAPIS;172.380000;0.018000;NULL;NULL
IDWATER125;IDWATER ROULEAU MATELAS A EAU - Largeur 1.25m;24.100000;1;CCRLX;230.050000;0.018000;NULL;NULL
MOUSLTX100X175D300;MOUSSE LATEX SLK - D300KG - 100x175cm - Ep.40mm + Emball. 200Microns;21.000000;1;CCTAPIS;78.420000;0.057000;NULL;NULL
SPORTNEIGE10NBG;SPORTNEIGE EFL ROULEAU NOIR/BLEU/GRIS - 1.50x12m - Ep.10mm;10.660000;3;CCRLX;66.460000;0.300000;NULL;NULL
RLCOSMOS1750GR;POLYPRO AIGUIL ROUL COSMOS RESINE 205cm COCO 1750 gr/m² - Ep.13.5mm;2.000000;3;TEXTRLX;0.000000;0.000000;NULL;NULL
QUERCYRL1202502;QUERCY ROULEAU GRIS - 1.20x25m - Ep.8mm - au m² ;3.200000;3;TEXTRLX;47.850000;0.410000;NULL;NULL
SQUARE0673002;SQUARE ROULEAU GRIS larg 0.67m (long +/- 30 ml) - au ml;0.932000;2;TEXTRLX;12.400000;0.070000;NULL;NULL
SQUARE0673010;SQUARE ROULEAU BRUN larg 0.67m (long +/- 30 ml) - au ml;0.932000;2;TEXTRLX;12.400000;0.070000;NULL;NULL
COCOB4060FLOWERS;COCO BLANCHI/LATEX FLOWERS - 40x60cm - Ep.15mm;1.460000;1;COCOTAPIS;12.680000;0.190000;NULL;NULL
COCOB4060CHATS;COCO BLANCHI/LATEX CHATS - 40x60cm - Ep.15mm;1.460000;1;COCOTAPIS;12.680000;0.190000;0.000000;
COCOB4060TOUCANS;COCO BLANCHI/LATEX TOUCANS - 40x60cm - Ep.15mm;1.600000;1;COCOTAPIS;12.680000;0.190000;NULL;NULL
COCON4060CACTUS;COCO NATUREL/LATEX CACTUS - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4060CHATS;COCO NATUREL/LATEX CHATS - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4060COQUELICO;COCO NATUREL/LATEX COQUELICOTS - 40x60cm - Ep.15mm;1.400000;1;COCOTAPIS;11.530000;0.190000;NULL;NULL
COCON4575HIBISCUS;COCO NATUREL/LATEX HIBISCUS - 45x75cm - Ep.15mm;2.000000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
COCON4575FEUILLES;COCO NATUREL/PVC FEUILLES - 45x75cm - Ep.15mm;2.000000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
COCON4575CARREAUXC;COCO NATUREL/LATEX CARREAUX DE CIMENT 45x75cm -Ep.15mm;2.000000;1;COCOTAPIS;14.480000;0.190000;NULL;NULL
CUBAN4060RECFEUILL;CUBA RECTANGULAIRE FEUILLES - 40x60cm - Ep.10mm;0.990000;1;COCOTAPIS;6.580000;0.070000;NULL;NULL
CUBAN4060RECRENARD;CUBA RECTANGULAIRE RENARD - 40x60cm - Ep.10mm;0.960000;1;COCOTAPIS;6.580000;0.070000;NULL;NULL
BACCHAUSSURES4070;BAC A CHAUSSURES CAOUTCHOUC - 40x70cm - Ep.25mm;1.260000;1;CCTAPIS;12.700000;0.190000;0.000000;
IDNEIGE6JN;IDNEIGE EFL ROULEAU - JAUNE/NOIR - 1.50x20m - Ep.6mm;6.300000;3;CCRLX;33.370000;0.300000;NULL;NULL
DELINEIGE10GMN;DELINEIGE CFL-S1 ROULEAU GRIS MOYEN/NOIR - 1.25x12m - Ep.10mm ;12.500000;3;CCRLX;177.890000;0.190000;NULL;NULL
MILLERAIES0673004;MILLERAIES ROULEAU ROUGE- larg 0.67m (long +/-30 m) - au ml;0.932000;2;TEXTRLX;12.400000;0.070000;NULL;NULL
DELINEIGE8RN;DELINEIGE CFL-S1 ROULEAU ROUGE/NOIR - 1.25x15m - Ep.8mm;10.000000;3;CCRLX;142.280000;0.190000;NULL;NULL
MATELASNATURAZNGV3;MATELAS NATURA  largeur 1.80m - Ep.45mm;16.000000;3;CCRLX;95.860000;0.057000;NULL;NULL
IDSSHEET3MM_NG_ZV3;IDSSHEET RL - FACE LISSE/IMPRESS. TOILE 1 PLI -2x60m-Ep.3mm;3.750000;3;CCRLX;41.730000;0.300000;0.000000;
IDS14T300;IDS14 ROULEAU TOILE - 3x30m - Ep.14mm;17.500000;3;CCRLX;176.240000;0.300000;NULL;NULL
ASTROSKI;ASTROSKI ROULEAU BLANC - 1x20m - Ep.19mm - au m²;3.750000;3;PLARLX;0.000000;0.000000;NULL;NULL
FIGEACRL12002COUP;FIGEAC ROULEAU GRIS Larg.1.20m - Ep.8mm - à la coupe - au m² ;3.500000;3;TEXTRLX;53.400000;0.410000;NULL;NULL
BOSDECPL4070HOMEH;BOSTON DECOUPE PLANCHE HOME HEART - 40x70cm - Ep.5mm;0.360000;1;PRODUCTION;8.560000;0.070000;NULL;NULL
DALLAS5080191793;DALLAS CARREAUX CIMENT NOIR & BLANC - 50x80cm - Ep.5mm;1.120000;1;PRODUCTION;21.010000;0.190000;NULL;NULL
GREYF4060HERISSON;GREY'FLOCK HERISSON - 40x60cm - Ep.6mm;0.460000;1;PRODUCTION;5.020000;0.070000;NULL;NULL
GREYF4060CHIENCLES;GREY'FLOCK CHIENS CLE - 40x60cm - Ep.6mm;0.460000;1;PRODUCTION;5.020000;0.070000;NULL;NULL
FLOCKEST4060BIENPA;FLOCK'ESTAMPES BIENVENUE PATTES - 40x60cm - Ep.9mm;0.600000;1;PRODUCTION;8.030000;0.070000;NULL;NULL
DCUIS50120CARREAUX;DECOR CUISINE CARREAUX DE CIMENT - 50x120cm-Ep.4mm;0.737000;1;TEXTTAPIS;15.120000;0.070000;NULL;NULL
DELINEIGE10GFN;DELINEIGE CFL-S1 ROULEAU GRIS FONCE/NOIR - 1.25x12m - Ep.10mm ;12.500000;3;CCRLX;166.250000;0.190000;0.000000;
MOISSACRL20002COUP;MOISSAC ROULEAU ANTHRACITE Larg. 2m - Ep.7mm - à la coupe;3.020000;3;TEXTRLX;139.770000;0.410000;NULL;NULL
MOISSACRL13002COUP;MOISSAC ROULEAU ANTHRACITE - Larg.1.30m - Ep.7mm - à la coupe;3.020000;3;TEXTRLX;139.770000;0.410000;NULL;NULL
QUERCYRL12002COUP;QUERCY ROULEAU GRIS Larg. 1.20m - Ep. 8mm - à la coupe - au m² ;3.330000;3;TEXTRLX;71.780000;0.410000;NULL;NULL
QUERCYRL20002COUP;QUERCY ROULEAU GRIS - Larg 2m - Ep.8mm - à  la coupe;3.330000;3;TEXTRLX;71.780000;0.410000;0.000000;
MOISSACRL13005COUP;MOISSAC ROULEAU BLEU MOUCHETE - Larg.1.30m - Ep.9mm - à la coupe;3.580000;3;TEXTRLX;139.770000;0.410000;NULL;NULL
MOISSACRL20005COUP;MOISSAC ROULEAU BLEU MOUCHETE - Larg. 2m - Ep.9mm - à la coupe;3.580000;3;TEXTRLX;139.770000;0.410000;NULL;NULL
LOGOLABELNORMANDE;LABEL LA NORMANDE - MT;0.000000;1;LOGO;0.660000;0.000000;NULL;NULL
SMRL06515TROPICAL;SMARTY TROPICAL RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515FEUILLES;SMARTY FEUILLES RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515TONGUES;SMARTY TONGUES RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515ETOILES;SMARTY ETOILES RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515RONDS;SMARTY RONDS RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515BOIS;SMARTY BOIS RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
NAP140EXTRAILEMON;NAPPAGE EXTRA C109-1 LEMON PVC  - 1,40x20ml;0.451000;2;NAPEXIMPPV;4.020000;0.070000;NULL;NULL
NAP140EXTRAICOEURS;NAPPAGE EXTRA C97-1 COEURS PVC  - 1,40x20ml;0.451000;2;NAPEXIMPPV;4.020000;0.070000;NULL;NULL
ZIGZAGNG;ZIG ZAG ROULEAU GROOVE NG;32.000000;3;CCRLX;98.440000;0.300000;0.000000;
AURILLAC608002;AURILLAC GRIS CHINÉ - 60x80cm - Ep.6mm;1.060000;1;TEXTTAPIS;11.030000;0.190000;0.000000;
AURILLAC608010;AURILLAC MARRON - 60x80cm - Ep.6mm;1.060000;1;TEXTTAPIS;11.030000;0.190000;NULL;NULL
TNMALDIVES406002;TAPIS NU MALDIVES 40*60 cm GRIS- ASPECT/LAMBADA PRECOAT;0.450000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
QUIETA+NG1150CLIP;QUIETA+ NG TAPIS D'ETABLE CLIPSABLE - 115x185cm - Ep.50mm;75.400000;1;CCTAPIS;374.290000;0.018000;0.000000;
QUIETA+NG1200CLIP;QUIETA+ NG TAPIS D'ETABLE CLIPSABLE - 120x185cm - Ep.50mm;78.350000;1;CCTAPIS;377.910000;0.018000;NULL;NULL
QUIETA+NG1250CLIP;QUIETA+ NG TAPIS D'ETABLE CLIPSABLE - 125x185cm - Ep.50mm;82.750000;1;CCTAPIS;390.520000;0.018000;NULL;NULL
M69MINIRL1X10;M69 MINI ROULEAU CAILLEBOTIS NOIR - 1x10m - Ep.10mm;7.300000;3;CCRLX;52.700000;0.300000;NULL;NULL
DELINEIGE8GMN;DELINEIGE CFL-S1 ROULEAU GRIS MOYEN/NOIR - 1.25x15m - Ep.8mm;10.000000;3;CCRLX;142.280000;0.190000;NULL;NULL
SPORTNEIGE10GFN;SPORTNEIGE EFL ROULEAU GRIS FONCE/NOIR - 1.50x12m - Ep.10mm;10.500000;3;CCRLX;66.460000;0.300000;NULL;NULL
CLIP18BCFL;CLIP18 CFL-S1 DALLE CONNECTABLE - BLEU - 100x100cm - Ep.17mm;22.000000;1;CCDAL;0.000000;0.057000;NULL;NULL
KINGC117X175EP19;KING DALLE CONNECTABLE - 117x175cm - Ep.19mm;43.000000;1;CCDAL;85.860000;0.018000;NULL;NULL
KINGD120X180EP19;KING DALLE BORDS DROITS - 120x180cm - Ep.19mm;44.000000;1;CCDAL;75.540000;0.018000;NULL;NULL
MOUSSEPULTX175X100;MOUSSE 50% PU / 50% LATEX - D160KG - 100x175cm - Ep.40mm;12.000000;1;CCTAPIS;93.880000;0.000000;NULL;NULL
SOFARL175P200;SOFA ROULEAU P200 - 1.75x30m - Ep.30mm;20.200000;3;CCRLX;140.260000;0.300000;NULL;NULL
SOFARL185P200;SOFA ROULEAU P200 - 1.85x30m - Ep.30mm;20.200000;3;CCRLX;140.260000;0.300000;NULL;NULL
IDSSHEET3MM1P106;IDSSHEET RL FACE LISSE/IMPRESSION TOILE 1 PLI - 1.06x100m-Ep.3mm;3.750000;3;CCRLX;41.730000;0.300000;NULL;NULL
IDSSHEET3MM1P200;IDSSHEET RL FACE LISSE /IMPRESSION TOILE 1PLI - 2x50m - Ep.3mm;3.750000;3;CCRLX;41.730000;0.300000;NULL;NULL
IDSSHEET5MM2P100;IDSSHEET RL - FACE LISSE/IMPRESSION TOILE 1 PLI - 1x100m - Ep.5mm;3.750000;3;CCRLX;66.930000;0.300000;NULL;NULL
EXPOROUGE13004;GAZON SANS PLOTS ROULEAU EXPO ROUGE - 1x30m - Ep.3mm - au m²;0.760000;3;TEXTRLX;5.310000;0.030000;NULL;NULL
SOFARL185P200S/MES;SOFA ROULEAU P200 - 1.85x30m - Ep.30mm - longueur sur mesure;20.200000;3;CCRLX;140.260000;0.300000;NULL;NULL
SOFARLP200S/MESURE;SOFA ROULEAU P200 - Ep.30mm - longueur sur mesure;20.200000;3;CCRLX;140.260000;0.300000;NULL;NULL
IDS10T240NEW;IDS10 ROULEAU TOILE NEW - 2.40x30m - Ep.10mm;13.000000;3;CCRLX;71.820000;0.300000;NULL;NULL
IDS10200NEW;IDS10 ROULEAU NEW - Largeur 2m - Ep.10mm - à la coupe;13.000000;3;CCRLX;54.750000;0.300000;NULL;NULL
EXPOROUGE1504;GAZON SANS PLOTS ROULEAU EXPO ROUGE - 1x5m - Ep.3mm - au m²;0.760000;3;TEXTTAPIS;5.310000;0.030000;NULL;NULL
MPR22BK;MPR22 CAILLEBOTIS NITRILE NOIR - 100x150cm - Ep.14mm;15.000000;1;CCTAPIS;104.960000;0.018000;NULL;NULL
ROND_D85_SACOI_30P;SAC. DE 10 ROND.85 UNIVER. - 690187 / 30P/sac & 20 sachets/carton;6.900000;11;RONDELLES;0.000000;0.000000;NULL;NULL
BOSTON4060BRE006C;BOSTON BRETAGNE BRE-006C 40x60 cm Ep. 5 mm;0.360000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
BOSTON4060BRE015B;BOSTON BRETAGNE BRE-015B 40x60 cm ép. 5 mm;0.360000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
BOSTON4060BRE018;BOSTON BRETAGNE BRE-018 40x60 cm ép. 5 mm;0.360000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
BOSTON4060BRE020;BOSTON BRETAGNE BRE-020 40x60 cm ép. 5 mm;0.360000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
BOSTON4060BRE021;BOSTON BRETAGNE BRE-021 40x60 cm ép. 5 mm;0.360000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
BOSTON4060BRE022A;BOSTON BRETAGNE BRE-022A 40x60 cm ép. 5 mm;0.360000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
M69MINIRL1MCOUPE;M69 MINI ROULEAU CAILLEBOTIS NOIR - Larg.1m - Ep.10mm - à la coupe;7.300000;3;CCRLX;79.050000;0.300000;NULL;NULL
CLIPHORSE;CLIP HORSE DALLE CONNECTABLE NOIR - 100x100cm - Ep.17mm;22.000000;1;CCDAL;61.630000;0.018000;NULL;NULL
IDS10T300NEW;IDS10 ROULEAU TOILE NEW - Largeur 3m x30 m - Ep.10mm;13.000000;3;CCRLX;71.820000;0.300000;NULL;NULL
SANIPLUS8012002;SANI PLUS GRIS - 80x120cm - Ep.10mm;2.880000;1;TEXTTAPIS;47.100000;0.190000;NULL;NULL
CLIP18BFL;CLIP18 BFL DALLE CONNECTABLE - NOIR - 100x100cm - Ep.17mm;22.000000;3;CCDAL;191.590000;0.057000;NULL;NULL
SOLIDSPORT8CLIPGC;SOLID SPORT DALLE CLIPSABLE GRIS CLAIR HE13 - 98x98cm - Ep.8mm;11.350000;1;CCDAL;0.000000;0.018000;NULL;NULL
GREENJETPRINTSTDAB;TAPIS LOGO GREEN JET PRINT STANDARD AVEC BORDURES;2.900000;3;LOGO;104.980000;0.410000;NULL;NULL
GREENJETPRINTSMAB;TAPIS LOGO GREEN JET PRINT SUR MESURE AVEC BORDURES;2.900000;3;LOGO;246.540000;0.410000;0.000000;
GREENJETPRINTSMSSB;TAPIS GREEN JET PRINT SUR MESURE SANS BORDURES (+3% à la long+larg);2.900000;3;LOGO;246.540000;0.410000;NULL;NULL
SCAIBOSNOEL5080L12;BOSTON NOEL - 50x80cm - LOT DE 12 ;0.820000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
IDS10T200NEW;IDS10 ROULEAU TOILE NEW - 2x30m - Ep.10mm;13.000000;3;CCRLX;71.820000;0.300000;NULL;NULL
IDSRAMP180;IDSRAMP ROULEAU - Insertion Textile - 1.80x30m - Ep.19mm;13.200000;3;CCRLX;60.570000;0.300000;NULL;NULL
IDSSHEET3MM1P140;IDSSHEET RL FACE LISSE/IMPRESSION TOILE 1 PLI - 1.40x50m -Ep.3mm;3.750000;3;CCRLX;41.730000;0.300000;NULL;NULL
IDSSHEET3MMPROFIX;IDSSHEET ROULEAU 3MM + PROFILS + FIXATIONS;4.290000;3;CCRLX;0.000000;0.300000;NULL;NULL
IDSSHEET4MM140;IDSSHEET RL - FACE LISSE/IMPRESSION TOILE 1 PLI - 1.40x35m - Ep.4mm;5.000000;3;CCRLX;43.420000;0.300000;NULL;NULL
IDSSHEET2MM2FL140;IDSSHEET RL - 2 FACES LISSES - 1 PLI - 1.40x20m - Ep.2mm;2.500000;3;CCRLX;25.670000;0.300000;NULL;NULL
EVA120185EP20;EVA TAPIS MOUSSE D35 Kg/m3 - 120x185cm - Ep.20mm;10.900000;1;PLATAPIS;130.230000;0.057000;NULL;NULL
EVA120185EP32;EVA TAPIS MOUSSE D40 Kg/m3 - 120x185cm - Ep.32mm;16.000000;1;PLATAPIS;0.000000;0.057000;NULL;NULL
EVACLIP120185EP30;EVA TAPIS MOUSSE CLIPSABLE D30 Kg/m3 - 120x185cm - Ep.30mm;17.360000;1;PLATAPIS;212.930000;0.057000;NULL;NULL
EVA120185EP15;EVA TAPIS MOUSSE D40 Kg/m3 - 120x185cm - Ep.15mm;6.660000;1;PLATAPIS;98.440000;0.057000;NULL;NULL
MCSPORTNEIGE6JN10%;SPORTNEIGE ROULEAU JAUNE/NOIR - 1.50x16m - Ep.6mm;6.300000;3;CCRLX;0.000000;0.300000;NULL;NULL
MCDALLE665.6X665.6;SPORTNEIGE DALLE JAUNE/NOIR 10% - 633.5x665.6mm - Ep.6mm MACC ;2.660000;1;CCDAL;0.000000;0.018000;NULL;NULL
BOSTON4060LETTREHO;BOSTON LETTRE HOME - 40x60cm - Ep.5mm;0.360000;1;TEXTTAPIS;7.210000;0.070000;0.000000;
BOSTON4060MANDALA;BOSTON MANDALA BONJOUR - 40x60cm - Ep.5mm;0.360000;1;TEXTTAPIS;7.210000;0.070000;NULL;NULL
BOSTON4060FLEURHO;BOSTON FLEUR HOME - 40x60cm - Ep.5mm;0.360000;1;PRODUCTION;7.210000;0.070000;NULL;NULL
